"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"DOS_Reserved61","DOS21::00000061","Function","Global","User Defined","0","0"
"DOS_62GetCurrentPSP","DOS21::00000062","Function","Global","User Defined","0","0"
"DOS_GetDBCSPtr","DOS21::00000063","Function","Global","User Defined","0","0"
"DOS_SetWaitExternalEventFlag","DOS21::00000064","Function","Global","User Defined","0","0"
"DOS_GetExtendedCountryInfo","DOS21::00000065","Function","Global","User Defined","0","0"
"DOS_GetSetCodepage","DOS21::00000066","Function","Global","User Defined","0","0"
"DOS_SetHandleCount","DOS21::00000067","Function","Global","User Defined","0","0"
"DOS_CommitFile","DOS21::00000068","Function","Global","User Defined","0","0"
"DOS_GetSetMediaId","DOS21::00000069","Function","Global","User Defined","0","0"
"DOS_6aCommitFile","DOS21::0000006a","Function","Global","User Defined","0","0"
"DOS_Reserved6b","DOS21::0000006b","Function","Global","User Defined","0","0"
"DOS_ExtendedOpenCreateFile","DOS21::0000006c","Function","Global","User Defined","0","0"
"EXT_FUN_0000_0000","External[0000:0000]","External Function","<EXTERNAL>","Default","0","0"
"EXT_FUN_9000_9990","External[9000:9990]","External Function","<EXTERNAL>","Default","0","0"
"EXT_FUN_ffff_0010","External[ffff:0010]","External Function","<EXTERNAL>","Default","0","0"
"segh","0000:0000","Data Label","Global","User Defined","0","15"
"segh2","0000:0020","Data Label","Global","User Defined","1","4"
"_pspseg","0ff0:0000","Data Label","Global","User Defined","1","3"
"startx","1000:0000","Function","Global","User Defined","1","1"
"__OVRGROUP","1000:0002","Label","startx","User Defined","13","1"
"@@EnvLoop","1000:0034","Instruction Label","startx","User Defined","1","0"
"AskedStackOK","1000:0072","Instruction Label","startx","User Defined","1","0"
"InitFailed","1000:007b","Instruction Label","startx","User Defined","1","0"
"ExcessOfMemory","1000:007e","Instruction Label","startx","User Defined","1","0"
"@@DoChange","1000:00d2","Instruction Label","startx","User Defined","1","0"
"@@BadInit","1000:0106","Instruction Label","startx","User Defined","6","0"
"@@NoChange","1000:0109","Instruction Label","startx","User Defined","4","0"
"@@NotMidnight","1000:0125","Instruction Label","startx","User Defined","1","0"
"__cleanup","1000:0154","Function","Global","User Defined","1","0"
"__checknull","1000:0167","Function","Global","User Defined","1","0"
"_terminate","1000:0168","Function","Global","User Defined","1","0"
"ZeroDivision","1000:0171","Function","Global","User Defined","0","0"
"SaveVectors","1000:017a","Function","Global","User Defined","1","0"
"__restorezero","1000:01bd","Function","Global","Analysis","1","0"
"StartExit","1000:01ea","Function","Global","User Defined","4","0"
"@@StartLow","1000:01f4","Instruction Label","StartExit","User Defined","1","0"
"@@SaveEnd","1000:01f6","Instruction Label","StartExit","User Defined","1","0"
"@@TopOfTable","1000:01fa","Instruction Label","StartExit","User Defined","1","0"
"@@CompareHigh","1000:0210","Instruction Label","StartExit","User Defined","1","0"
"@@CheckPrior","1000:0214","Instruction Label","StartExit","User Defined","1","0"
"@@Next","1000:021c","Instruction Label","StartExit","User Defined","2","0"
"@@EndOfTable","1000:0221","Instruction Label","StartExit","User Defined","1","0"
"@@NearCall","1000:0239","Instruction Label","StartExit","User Defined","1","0"
"@@Done","1000:0240","Instruction Label","StartExit","User Defined","1","0"
"ErrorDisplay","1000:0241","Function","Global","User Defined","1","0"
"_abort","1000:0249","Function","Global","User Defined","5","0"
"MsgExit3","1000:024f","Instruction Label","_abort","User Defined","1","0"
"DGROUP@@","1000:0260","Data Label","Global","User Defined","5","0"
"fptr1000_0264","1000:0264","Data Label","Global","User Defined","1","1"
"fdata1000_0266","1000:0266","Data Label","Global","User Defined","1","1"
"fptr1000_0268","1000:0268","Data Label","Global","User Defined","1","1"
"fdata1000_026a","1000:026a","Data Label","Global","User Defined","1","1"
"FUN_1000_026c","1000:026c","Function","Global","Default","0","0"
"FUN_1000_0295","1000:0295","Function","Global","Default","0","0"
"FUN_1000_02c9","1000:02c9","Function","Global","Default","0","0"
"FUN_1000_032f","1000:032f","Function","Global","Default","0","0"
"FUN_1000_03c2","1000:03c2","Function","Global","Default","0","0"
"FUN_1000_044f","1000:044f","Function","Global","Default","0","0"
"FUN_1000_0472","1000:0472","Function","Global","Default","0","0"
"FUN_1000_04b3","1000:04b3","Function","Global","Default","0","0"
"FUN_1000_0532","1000:0532","Function","Global","Default","0","0"
"FUN_1000_05c5","1000:05c5","Function","Global","Default","0","0"
"FUN_1000_0632","1000:0632","Function","Global","Default","0","0"
"FUN_1000_069f","1000:069f","Function","Global","Default","0","0"
"FUN_1000_06c4","1000:06c4","Function","Global","Default","0","0"
"FUN_1000_06f8","1000:06f8","Function","Global","Default","1","0"
"FUN_1000_0730","1000:0730","Function","Global","Default","0","0"
"getset_intvec_FUN_1000_0776","1000:0776","Function","Global","User Defined","0","0"
"iret_extdoserrnfo_1000_07a7","1000:07a7","Function","Global","User Defined","0","0"
"FUN_1000_07e7","1000:07e7","Function","Global","Default","0","0"
"sRtOvrErr","1000:0803","Data Label","Global","User Defined","1","0"
"__OverlayHalt","1000:081a","Function","Global","User Defined","6","0"
"__FAR_RETURN","1000:0837","Function","Global","User Defined","1","0"
"_atexit","1000:0838","Function","Global","User Defined","0","0"
"_chdir","1000:0865","Function","Global","Analysis","0","0"
"FUN_1000_087d","1000:087d","Function","Global","Default","1","0"
"FUN_1000_088f","1000:088f","Function","Global","Default","1","0"
"___exit_dummy","1000:08a5","Function","Global","User Defined","6","0"
"___exit","1000:08a6","Function","Global","User Defined","4","0"
"_exit","1000:08fd","Function","Global","User Defined","1","0"
"__exit","1000:090c","Function","Global","User Defined","2","0"
"_cexit","1000:091e","Function","Global","User Defined","0","0"
"_c_exit","1000:092b","Function","Global","User Defined","0","0"
"mul_matrix_row","1000:0938","Function","Global","User Defined","0","0"
"SCOPY@","1000:094f","Function","Global","Analysis","0","0"
"_getcurdir","1000:096b","Function","Global","Analysis","1","0"
"FUN_1000_0988","1000:0988","Function","Global","Default","1","0"
"FUN_1000_09a2","1000:09a2","Function","Global","Default","0","0"
"N_LDIV@","1000:09c1","Function","Global","User Defined","0","0"
"N_LUDIV@","1000:09c8","Function","Global","User Defined","0","0"
"N_LMOD@","1000:09d0","Function","Global","User Defined","0","0"
"N_LUMOD@","1000:09d8","Function","Global","User Defined","0","0"
"common","1000:09de","Instruction Label","N_LUMOD@","User Defined","3","0"
"N_LXLSH@","1000:0a6f","Function","Global","User Defined","1","0"
"N_LXRSH@","1000:0a90","Function","Global","User Defined","0","0"
"N_LXURSH@","1000:0ab0","Function","Global","User Defined","0","0"
"lsh@small","1000:0ac8","Instruction Label","Global","User Defined","1","0"
"N_PADD@","1000:0ad1","Function","Global","User Defined","1","0"
"F_PADD","1000:0ad4","Instruction Label","N_PADD@","User Defined","0","0"
"add1@@","1000:0ae4","Instruction Label","Global","User Defined","2","0"
"N_PSUB@","1000:0b00","Function","Global","User Defined","0","0"
"F_PSUB@","1000:0b03","Instruction Label","N_PSUB@","User Defined","0","0"
"sub1@@","1000:0b13","Instruction Label","Global","User Defined","2","0"
"N_PSBP@","1000:0b31","Function","Global","User Defined","1","0"
"F_PSBP@","1000:0b34","Instruction Label","N_PSBP@","User Defined","0","0"
"__IOerror","1000:0b59","Function","Global","User Defined","14","0"
"ser_end","1000:0b6c","Instruction Label","Global","User Defined","1","0"
"ser_maybeSVerr","1000:0b79","Instruction Label","__IOerror","User Defined","1","0"
"do_return","1000:0b86","Instruction Label","__IOerror","User Defined","1","0"
"__DOSerror","1000:0b92","Function","Global","User Defined","0","0"
"_isatty","1000:0ba4","Function","Global","User Defined","2","0"
"__LONGTOA","1000:0bb5","Function","Global","Analysis","2","0"
"__UTOA","1000:0c37","Function","Global","Analysis","0","0"
"_lseek","1000:0c57","Function","Global","User Defined","6","0"
"_mkdir","1000:0c80","Function","Global","Analysis","0","0"
"N_LXMUL@","1000:0c98","Function","Global","User Defined","1","0"
"N_PCMP@","1000:0caf","Function","Global","Analysis","5","0"
"FUN_1000_0cd0","1000:0cd0","Function","Global","Default","0","0"
"FUN_1000_0ce1","1000:0ce1","Function","Global","Default","0","0"
"FUN_1000_0d07","1000:0d07","Function","Global","Default","0","0"
"_setupio","1000:0d36","Function","Global","User Defined","1","0"
"_tell","1000:0dec","Function","Global","User Defined","1","0"
"tolower","1000:0e04","Function","Global","User Defined","0","0"
"toupper","1000:0e30","Function","Global","User Defined","0","0"
"_remove","1000:0e5c","Function","Global","Analysis","0","0"
"_unlink","1000:0e5c","Function","Global","Analysis","0","0"
"__vprinter_1000_0e74","1000:0e74","Function","Global","User Defined","2","0"
"__vprinter_1000_0e7b","1000:0e7b","Function","Global","User Defined","1","0"
"__vprinter_1000_0e84","1000:0e84","Function","Global","User Defined","1","0"
"__vprinter","1000:0e8c","Function","Global","User Defined","3","0"
"__vprinter_1000_0ea6","1000:0ea6","Function","Global","User Defined","3","0"
"__vprinter_1000_0eb3","1000:0eb3","Function","Global","User Defined","7","0"
"__vprinter_1000_0ebc","1000:0ebc","Function","Global","User Defined","3","0"
"__vprinter_func_start","1000:0ef0","Function","Global","User Defined","1","0"
"switchD","1000:0f5d","Instruction Label","switchD_1000:0f5d","Analysis","0","0"
"caseD_1","1000:0f65","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_3","1000:0f70","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_0","1000:0f7b","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_16","1000:0f8b","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_17","1000:0f91","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_9","1000:0f99","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_2","1000:0fb0","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_4","1000:0fde","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_5","1000:0feb","Instruction Label","switchD_1000:0f5d","Analysis","2","0"
"caseD_6","1000:1029","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_7","1000:1030","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_8","1000:1035","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_b","1000:103c","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_c","1000:1040","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_d","1000:1044","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_a","1000:105e","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_e","1000:10b9","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_10","1000:1109","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_11","1000:1129","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_f","1000:1166","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_12","1000:12aa","Instruction Label","switchD_1000:0f5d","Analysis","1","0"
"caseD_13","1000:12e6","Instruction Label","switchD_1000:0f5d","Analysis","4","0"
"caseD_14","1000:12e6","Instruction Label","switchD_1000:0f5d","Analysis","0","0"
"caseD_15","1000:12e6","Instruction Label","switchD_1000:0f5d","Analysis","0","0"
"switchdataD_1000:131a","1000:131a","Data Label","switchD_1000:0f5d","Analysis","0","0"
"__VPTR","1000:134a","Function","Global","Analysis","4","0"
"__VRAM","1000:136f","Function","Global","Analysis","1","0"
"FUN_1000_13e9","1000:13e9","Function","Global","Default","0","0"
"_crtinit_system","1000:1418","Function","Global","User Defined","1","0"
"egainstalled","1000:1445","Function","Global","User Defined","2","0"
"__VideoInt","1000:1453","Function","Global","Analysis","13","0"
"_c0crtinit","1000:14d7","Function","Global","User Defined","1","0"
"__crtinit","1000:14f4","Function","Global","Analysis","1","0"
"_FakRealCvt","1000:15cf","Function","Global","User Defined","3","0"
"__farmalloc_first","1000:15ee","Data Label","Global","User Defined","7","0"
"__farmalloc_rover","1000:15f2","Data Label","Global","User Defined","6","0"
"__farmalloc_saved_ds","1000:15f4","Data Label","Global","User Defined","13","0"
"FUN_1000_15fa","1000:15fa","Function","Global","Default","1","0"
"FUN_1000_165d","1000:165d","Function","Global","Default","1","0"
"malloc_PullFreeBlock","1000:16ce","Function","Global","User Defined","2","0"
"FUN_1000_16f7","1000:16f7","Function","Global","Default","1","0"
"_farfree","1000:172e","Function","Global","User Defined","4","0"
"malloc_CreateHeap","1000:1757","Function","Global","User Defined","1","0"
"malloc_ExtendHeap","1000:17bb","Function","Global","User Defined","1","0"
"malloc_AllocatePartialBlock","1000:1815","Function","Global","User Defined","1","0"
"_malloc","1000:1838","Function","Global","Analysis","2","0"
"_farmalloc","1000:1842","Function","Global","User Defined","3","0"
"@@GotTheSize","1000:184b","Instruction Label","_malloc","User Defined","1","0"
"@@SearchHeap","1000:1882","Instruction Label","_malloc","User Defined","1","0"
"@@TooSmall","1000:188a","Instruction Label","_malloc","User Defined","0","0"
"@@AddToHeap","1000:1892","Instruction Label","_malloc","User Defined","1","0"
"@@BuildHeap","1000:1897","Instruction Label","_malloc","User Defined","1","0"
"@@DivideFreeBlock","1000:189c","Instruction Label","_malloc","User Defined","1","0"
"@@NoCanDo","1000:18a1","Instruction Label","_malloc","User Defined","2","0"
"@@AllocateBlock","1000:18a6","Instruction Label","_malloc","User Defined","1","0"
"@@AllDone","1000:18b6","Instruction Label","_malloc","User Defined","5","0"
"malloc_ExpandBlock","1000:18bf","Function","Global","User Defined","1","0"
"malloc_ShrinkBlock","1000:193b","Function","Global","User Defined","1","0"
"_realloc","1000:199f","Function","Global","User Defined","0","0"
"_brk_normalize","1000:1a20","Function","Global","User Defined","2","0"
"__brk","1000:1a96","Function","Global","Analysis","2","0"
"__sbrk","1000:1ad5","Function","Global","Analysis","5","0"
"_farcoreleft","1000:1b63","Function","Global","Analysis","0","0"
"_gettext","1000:1bb3","Function","Global","Analysis","2","0"
"_puttext","1000:1c09","Function","Global","Analysis","1","0"
"_movetext","1000:1c4c","Function","Global","Analysis","2","0"
"_FakRealCvt","1000:1ce9","Thunk Function","Global","Default","1","0"
"screenpos","1000:1ced","Function","Global","User Defined","2","0"
"moveto","1000:1d25","Function","Global","User Defined","2","0"
"bios","1000:1d59","Function","Global","User Defined","1","0"
"__SCREENIO","1000:1e23","Function","Global","Analysis","3","0"
"__VALIDATEXY","1000:1e5f","Function","Global","Analysis","3","0"
"_zapline","1000:1ea2","Function","Global","User Defined","2","0"
"__scroll","1000:1ec4","Function","Global","User Defined","1","0"
"__setargv_SavedDS","1000:2030","Data Label","Global","User Defined","3","0"
"__setargv","1000:2032","Function","Global","User Defined","1","0"
"NoProgramName","1000:207e","Instruction Label","Global","User Defined","1","0"
"Processing","1000:20a5","Instruction Label","Global","User Defined","2","0"
"InString","1000:20aa","Instruction Label","Global","User Defined","1","0"
"NotQuote","1000:20b1","Instruction Label","Global","User Defined","1","0"
"EndArgument","1000:20bd","Instruction Label","Global","User Defined","2","0"
"NextChar","1000:20c1","Function","Global","User Defined","2","0"
"ReadChar","1000:20cc","Instruction Label","NextChar","User Defined","2","0"
"TestEnd","1000:20e6","Instruction Label","NextChar","User Defined","2","0"
"Ret","1000:20e8","Instruction Label","NextChar","User Defined","2","0"
"BadProgName","1000:20e9","Instruction Label","Global","User Defined","3","0"
"BuildArgv","1000:20ee","Instruction Label","Global","User Defined","1","0"
"SetArgvX","1000:2111","Instruction Label","Global","User Defined","1","0"
"CopyArg","1000:211c","Instruction Label","Global","User Defined","1","0"
"SetLastArg","1000:2124","Instruction Label","Global","User Defined","1","0"
"_setblock","1000:2157","Function","Global","Analysis","1","0"
"_wherexy","1000:2173","Function","Global","User Defined","3","0"
"_wherex","1000:217d","Function","Global","User Defined","0","0"
"_wherey","1000:218c","Function","Global","User Defined","0","0"
"_atol","1000:219f","Function","Global","Analysis","1","0"
"_atoi","1000:2214","Function","Global","Analysis","0","0"
"__close","1000:2225","Function","Global","Analysis","0","0"
"_closeFailed","1000:223d","Instruction Label","__close","User Defined","1","0"
"CreateFile","1000:2243","Function","Global","User Defined","3","0"
"_creat","1000:2270","Function","Global","User Defined","0","0"
"_creattemp","1000:2288","Function","Global","Analysis","0","0"
"_creatnew","1000:22a3","Function","Global","Analysis","0","0"
"fflush","1000:22be","Function","Global","User Defined","8","0"
"_filelength","1000:238b","Function","Global","Analysis","0","0"
"flushall","1000:23cc","Function","Global","User Defined","1","0"
"FUN_1000_240e","1000:240e","Function","Global","Default","3","0"
"fseek","1000:2490","Function","Global","User Defined","1","0"
"FUN_1000_2510","1000:2510","Function","Global","Default","0","0"
"FUN_1000_2568","1000:2568","Function","Global","Default","0","0"
"FUN_1000_25f6","1000:25f6","Function","Global","Default","0","0"
"memcpy","1000:261e","Function","Global","User Defined","3","0"
"_setmem","1000:2642","Function","Global","Analysis","1","0"
"__fsetmem","1000:2642","Function","Global","Analysis","0","0"
"_memset","1000:2666","Function","Global","Analysis","0","0"
"__fmemset","1000:2666","Function","Global","Analysis","0","0"
"_movmem","1000:2685","Function","Global","Analysis","1","0"
"__fmovmem","1000:2685","Function","Global","Analysis","0","0"
"_memmove","1000:26d7","Function","Global","Analysis","0","0"
"__fmemmove","1000:26d7","Function","Global","Analysis","0","0"
"__open","1000:26f8","Function","Global","Analysis","0","0"
"_printf","1000:2747","Function","Global","Analysis","3","0"
"_fputc","1000:2762","Function","Global","User Defined","1","0"
"fputc","1000:277e","Function","Global","User Defined","3","0"
"fputchar","1000:2911","Function","Global","User Defined","0","0"
"__fputn","1000:2925","Function","Global","User Defined","0","0"
"setvbuf","1000:2b24","Function","Global","User Defined","2","0"
"sprintf_strputn","1000:2c3f","Function","Global","User Defined","1","0"
"_sprintf","1000:2c7f","Function","Global","Analysis","0","0"
"_vsprintf","1000:2ca1","Function","Global","Analysis","0","0"
"_strcat","1000:2cc2","Function","Global","Analysis","0","0"
"__fstrcat","1000:2cc2","Function","Global","Analysis","0","0"
"_strcmp","1000:2d01","Function","Global","User Defined","0","0"
"strcpy","1000:2d31","Function","Global","User Defined","1","0"
"_stricmp","1000:2d5a","Function","Global","Analysis","0","0"
"__fstricmp","1000:2d5a","Function","Global","Analysis","0","0"
"strlen","1000:2d9b","Function","Global","User Defined","1","0"
"_strncpy","1000:2dba","Function","Global","Analysis","0","0"
"__fstrncpy","1000:2dba","Function","Global","Analysis","0","0"
"_strstr","1000:2deb","Function","Global","Analysis","0","0"
"__fstrstr","1000:2deb","Function","Global","Analysis","0","0"
"__write","1000:2e59","Function","Global","User Defined","2","0"
"_write","1000:2fa8","Function","Global","User Defined","7","0"
"_xfflush","1000:2fe4","Function","Global","User Defined","2","0"
"main","1301:000c","Function","Global","User Defined","1","0"
"mouse_138e_0108","138e:0108","Function","Global","User Defined","0","0"
"mouse_138e_014b","138e:014b","Function","Global","User Defined","0","0"
"video_138e_01a6","138e:01a6","Function","Global","User Defined","1","0"
"video_13aa_000b","13aa:000b","Function","Global","User Defined","1","0"
